TWEET;CREENCIA;CONFIANZA
Green:Net: How the Internet, Computing Can Fight Climate Change: The Internet, software, computing... [link];Yes;1
Leaked U.S. Document Calls For •À_Global Regime•À_ To Tackle Climate Change [link];Yes;0.6042
Climate Change - 100 Endangered Places and How to Save Them - Newsweek [link];Yes;0.7797
Reinvent Cities to Stop Climate Change [link];Yes;1
Climate Change Continues To Melt Glacier National Park's Icons | National P.. [link];Yes;1
Climate Change - 100 Endangered Places and How to Save Them - Newsweek [link];Yes;0.8165
Climate Change - 100 Endangered Places and How to Save Them - Newsweek [link];Yes;0.8106
Abu Dhabi faces climate change flood threat - expert - Culture & Society - Arabia.. [link];Yes;1
You and Us and Me - China active, serious in tackling climate change, says vic.. [link];Yes;0.8122
Study: SE Asia will be hit hard by climate change [link];Yes;0.798
Take Action @change: Help Protect Wildlife Habitat from Climate Change [link];Yes;1
Obama: China Must Act Soon on Climate Change [link];Yes;0.6099
If capitalism doesn•À_t end climate change, climate change will end capitalism - #degrowth [link];Yes;1
Take Action @change: Help Protect Wildlife Habitat from Climate Change [link];Yes;0.8123
Take Action @change: Help Protect Wildlife Habitat from Climate Change [link];Yes;0.8221
Take Action @change: Help Protect Wildlife Habitat from Climate Change [link];Yes;0.8878
Demand Congress take action on climate change. Pls sign the petition. [link];Yes;0.8305
Take Action @change: Help Protect Wildlife Habitat from Climate Change [link];Yes;1
Take Action @change: Help Protect Wildlife Habitat from Climate Change [link];Yes;1
Carbon Age is killing us. Climate change legislation now: [link];Yes;0.7971
Take Action @change: Help Protect Wildlife Habitat from Climate Change [link];Yes;1
Take Action @change: Help Protect Wildlife Habitat from Climate Change [link];Yes;1
Government Claims Global Warming May Cause Cancer [link];Yes;0.6207
Government Claims Global Warming May Cause Cancer [link];Yes;1
Protect Wildlife Habitat from Climate Change: [link];Yes;1
Take Action @change: Help Protect Wildlife Habitat from Climate Change [link];Yes;0.8123
Plan B: California Braces for Climate Change [link];Yes;0.8165
Take Action @change: Help Protect Wildlife Habitat from Climate Change [link];Yes;0.6155
Nine scenarios for imminent apocalypse•À_only one is global warming [link];Yes;0.7835
If capitalism doesn•À_t end climate change, climate change will end capitalism - #degrowth [link];Yes;1
DC: *FT Work for Greenpeace to STOP GLOBAL WARMING - $12-$13/hr*: Get Involved! Call now 202-595-3368 Greenpeac... [link];Yes;0.9174
Take Action @change: Help Protect Wildlife Habitat from Climate Change [link];Yes;1
Take Action @change: Help Protect Wildlife Habitat from Climate Change [link];Yes;0.8043
Take Action @change: Help Protect Wildlife Habitat from Climate Change [link];Yes;1
Take Action @change: Help Protect Wildlife Habitat from Climate Change [link];Yes;1
Government Report Says Global Warming May Cause Cancer, Mental Illness.  CNSNews.com -  [link];Yes;0.5864
SEC warns publically held companies to advise investors of risks of #climate change. [link];Yes;0.5768
Save the Whales and They'll Save Us from Global Warming [link];Yes;1
"Al Gore @ #IRA ""If a snake were coming up the aisle, there wouldn't be a long debate about what to do."" And we dawdle about climate change.";Yes;0.6285
We should be leaders on climate change but it is always put on the back burner... [link];Yes;1
Got Allergies? -- By: Jonah Goldberg: Blame global warming. From Time magazine: Allergies Worse Than Ever? Blame ... [link];Yes;0.8068
Climate change and Why Your Allergies Are Getting Worse [link];Yes;1
Watch PBS 'Dimming the Sun' for more on this #NPR: Could Cleaner Air Actually Intensify Global Warming?-More at [link];Yes;0.6058
RT @CHIoxfamaction: People in poor countries are 20 times more likely to be affected by disasters caused by climate change than those in the developed world;Yes;1
Got Allergies? -- By: Jonah Goldberg: Blame global warming. From Time magazine: Allergies Worse Than Ever? Blame ... [link];Yes;0.8098
Oxfam: Climate change devastating rural Ethiopian communities. [link];Yes;1
Alexi @Giannoulias believes in putting a price on global warming pollutants to spur development of alternative technology #p2 #ilsen;Yes;0.6058
DC: *FT Work for Greenpeace to STOP GLOBAL WARMING - $12-$13/hr*:Get Involved! Call now 202-595-3368 Greenpeace... [link];Yes;0.8206
Health effects are a big deal. RT @EPSclimate: Impacts of Climate Change Extend to Human Health [link];Yes;1
Climate change causing change in ocean chemistry at unprecedented rate. [link];Yes;1
Global warming can be good for [link];Yes;1
Allergies Worse Than Ever? Blame Global Warming (Time.com) [link];Yes;0.7953
RT @arkarthick: Bats, Birds & Lizards Can Fight #Climate Change (Wired) [link];Yes;0.6008
For #EarthDay Global warming could affect patient symptoms [link];Yes;1
Just signed an #earthday petition to take action on climate change via @rockthevote: [link];Yes;1
Treating Climate Change as a Curable Disease [link];Yes;0.6413
"Global warming: Believe it - Vallejo Times-Herald: Your editorial on global warming (""Keeping the debate honest,"" ... [link]";Yes;0.8037
See how CCX Member Motorola is working to be part of the solution in addressing the climate change challenge: [link];Yes;1
Interesting point re: why macro-probs like global warming are never solved: politicians need only solve immediate probs for re-election;Yes;0.7949
RT @MotherJones: Yet another gift from global warming: increased allergy attacks [link];Yes;1
Global Climate Change Effects on the Mid-Continent (Download to view animations) [link];Yes;0.6272
Are you ready for climate change, if so let your lawmakers know, how tell them sign petitions, drop a hint :);Yes;1
UMC Expands Climate Change Policy and Carbon Emission Reduction Goals [link];Yes;0.7894
RT @Drudge_Report: STATE DEPT. DECLARES:   'Global warming unequivocal and primarily human-induced'... [link];Yes;0.7919
Allergies Worse Than Ever? Blame Global Warming: Thanks to an unusually cold and snowy winter, followed by an earl... [link];Yes;1
Ridiculous: giving a climate change denier a nature show? Keep Sarah Palin off #Discovery: [link];Yes;0.5906
Report: #Allergy Season to Get Worse with #Climate Change read from @time this really sucks for me: [link];Yes;0.6058
CODA Automotive Lauded for Innovation and Technology Efforts to Combat Climate Change and Air Pollution [link];Yes;1
Report Claims Climate Change Is To Blame For Increase Of Allergies [link];Yes;0.8026
Report Claims Climate Change Is To Blame For Increase Of Allergies [link];Yes;0.8039
Tulips in mid-April in Chicago? Love the global warming. [link];Yes;1
Global warming will make allergies worse for 25 million Americans, hitting those with asthma hardest: WWF (ClimateWire) #globalwarming;Yes;1
85 degrees in April eh? Hellooo global warming, nice to meet u;Yes;1
Rejoice, NY Times mentions crop wild relatives in article about adapting agriculture to climate change [link];Yes;1
U.S. Document Calls For •À_Global Regime•À_ To Tackle Climate Change [link];Yes;0.8075
U.S. Document Calls For •À_Global Regime•À_ To Tackle Climate Change [link];Yes;0.603
RT @highcountrynews RT @NPCA: Two more glaciers are gone from namesake nat. park due to global warming, USGS reports [link];Yes;1
RT @solveclimate: Feeling the Heat Down Under When it Comes to Climate Change: Erwin Jackson, The Climate Institute.. [link];Yes;1
UK leads the way! RT @10cities Schumacher College: Mobilising Democracy to Tackle Climate Change [link];Yes;0.8159
EXCLUSIVE - Climate change could raise cost of U.S. allergies [link];Yes;1
Sen. Kerry writing in The Hill today: U.S. Must Lead on Climate Change [link];Yes;0.6172
Fight Climate Change From All Fronts: [link];Yes;0.8041
Fight Climate Change From All Fronts: [link];Yes;1
EXCLUSIVE - Climate change could raise cost of U.S. allergies [link];Yes;0.6032
Fight Climate Change From All Fronts: [link];Yes;1
Fight Climate Change From All Fronts: [link];Yes;1
Fight Climate Change From All Fronts: [link];Yes;0.8269
Fight Climate Change From All Fronts: [link];Yes;0.8235
RT @BluePractice: The clothing industry started global warming in the first place. - Yvon Chouinard, Patagonia #FortuneGreen;Yes;1
Fight Climate Change From All Fronts: [link];Yes;0.7904
Fight Climate Change From All Fronts: [link];Yes;0.6167
Filmmaker Travels The Globe To Find People Fighting Climate Change ... [link];Yes;0.5861
Filmmaker Travels The Globe To Find People Fighting Climate Change ...: Filmmaker Travels The Globe To Find People... [link];Yes;0.6723
Rejoice, NY Times mentions crop wild relatives in article about adapting agriculture to climate change [link];Yes;1
Effort to remake America's energy future and fight global warming could be harmed, or spurred, by Gulf #oilspill: [link];Yes;1
How would catastrophic climate change change the average persons life? Think 100% unemployment every where on the planet for several decades;Yes;0.5889
Arctic Ice Loss Accelerating Global Warming: Research: TopNews New Zealand Global warming may be getting worse tha... [link];Yes;1
#California taking the lead on #climate change: [link];Yes;0.8078
Plants effective way of tackling global warming: Washington, Apr 30 (ANI): Plant leaves account for less than one ... [link];Yes;1
Namibia: Govt to Get Active On Climate Change [link];Yes;0.7871
Plants effective way of tackling global warming [link];Yes;1
Wait here's an idea: it's natural climate change, not human induced global warming. [link];No;0.6206
Just Read: US Generals say: Climate Change Threatens America's Security [link];Yes;0.6007
Glacial Melt From Global Warming Could Unplug Volcanos: Earthweek - A Diary of the Planet Eruptions of glacial vol... [link];Yes;1
Off shore drilling threatens wildlife and contributes to climate change.  Urge Obama NOT to expand drilling!  [link];Yes;0.6162
AllGov - News - Global Warming Isn't All Bad•À_If You're an ...: In the frozen reaches of Canada, warmer temperature... [link];Yes;1
Government Report Says Global Warming May Cause Cancer, Mental Illness: A new government report says global warmin... [link];Yes;0.6025
Global warming picking up steam, Obama top science adviser says: John P. Holdren, Obama's top science adviser, dis... [link];Yes;0.6104
"RT @TheClimateDesk: Lyme disease already costs &gt; $2.5 billion a year, and climate change could make it even pricier. [link]";Yes;0.8235
EPA issues report on U.S. climate change indicators - warming is having measurable effect across ecosystems [link];Yes;1
Report: Save the Whales and They'll Save Us from Global Warming: Need more proof that Global Warming is the proble... [link];Yes;0.5966
RT @fishmark: Wine grapes have become our best early-warning system for the effects of global warming. [link];Yes;1
Wine grapes have become our best early-warning system for the effects of global warming. [link];Yes;0.5906
EPA Climate Change Indicators Report Shows the Evidence of Global Warming All Around Us [link];Yes;1
EPA Climate Change Indicators Report Shows the Evidence of Global Warming All ...: Natural Resources Defense Counc... [link];Yes;0.7965
EXCLUSIVE - Climate change could raise cost of U.S. allergies [link];Yes;1
Cleaner Air Could Speed Global Warming [link];Yes;0.7984
Whale Poo Fights Global Warming: By ROB MAYEDA and LORI PREUITT Star Trek IV: The Voyage Home had many convinced t... [link];Yes;0.5851
EXCLUSIVE - Climate change could raise cost of U.S. allergies [link];Yes;1
New facts support global warming case: Recent letter-writer Charles Kesner is either out-of-touch with reliable ne... [link];Yes;0.7844
